Date,day,year,year2,DateSPSS,Name,Name2,Record#,TypeofInteraction,FemaleAgeclass,FemaleMotherClass,OffspringClass,ObservedReproductiveStatus,EndocrineStatusHormones,CyclePhaseHormones,ReproductiveStatus,Endo2,Endo3,Endo4,Endo5,Endo6,Endo7,Endo8,Pregnantvs.nonpregnant,E1CmgCr,PDGmgCr,CommentMET,EndorineComment,SocialInteraction,InteractionwithMale,Mating,NearMating,Consortship,ObservationMinutes,FollowType,FollowTypeII,Lengthofmating,PelvicThrusts,Male,MaletypeI,MaleTypeII,MaleTypeIII,MatingTypeExcel,MatingTypePercent,MatingTypePercentII,MatingTypeII,MatingTypeIII,Matingtypequestionable,TotalnonresistantProceptiveandResistanceBehaviors,NonResistantBeforeBehaviors,NonResistantDuringBehaviors,Totalnonresistantbehaviors,NonresistantBehaviors,ProceptiveBehaviors,ProceptiveBehaviors_A,TotalunresistedandProcepetivebehaviors,unresistedandProcepetivebehaviors,ResistantBeforeBehaviors,BeforeBehaviors,ResistantDuringBehaviors,DuringBehaviors,TotalResistantBehaviors,ResistantBehaviors,AttractionBehaviors,Mating01,POP,preg,lact,prime,past,unflanged,included,endomiss
33325,087,91,91.23887748117727,03/28/1991,Sari,Sari,227,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,510,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34836,137,95,95.37577002053388,05/17/1995,Sari,Sari,1734,,Adult Female,Non-mother,No infant,Unknown,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,595,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34654,321,94,94.87748117727584,11/17/1994,Sarini,Sarini,1394,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,37829,1162,,,Y,N,N,N,N,735,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34655,322,94,94.88021902806297,11/18/1994,Sarini,Sarini,1397,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,7947,207,,,N,N,N,N,N,767,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34656,323,94,94.88295687885011,11/19/1994,Sarini,Sarini,1400,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,22854,194,,,Y,N,N,N,N,704,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34657,324,94,94.88569472963724,11/20/1994,Sarini,Sarini,1403,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,14776,484,,,N,N,N,N,N,737,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34658,325,94,94.88843258042436,11/21/1994,Sarini,Sarini,1407,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,5663,295,,,N,N,N,N,N,650,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34659,326,94,94.89117043121149,11/22/1994,Sarini,Sarini,1411,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,9160,629,,,N,N,N,N,N,630,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34687,354,94,94.9678302532512,12/20/1994,Sarini,Sarini,1459,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,13018,236,,,N,N,N,N,N,565,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34688,355,94,94.97056810403834,12/21/1994,Sarini,Sarini,1461,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,6308,458,,,N,N,N,N,N,740,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34769,070,95,95.19233401779603,03/11/1995,Sarini,Sarini,1581,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Missing,,,,,750,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34771,072,95,95.1978097193703,03/13/1995,Sarini,Sarini,1586,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Missing,,,,,830,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34829,130,95,95.35660506502396,05/10/1995,Sarini,Sarini,1714,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,4139,117,,,Y,N,N,N,N,420,L  late full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34830,131,95,95.35934291581108,05/11/1995,Sarini,Sarini,1717,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,750,F  full,F, , ,UML12May99,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
34831,132,95,95.36208076659823,05/12/1995,Sarini,Sarini,1720,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,5334,45,,,Y,N,N,N,N,806,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34832,133,95,95.36481861738535,05/13/1995,Sarini,Sarini,1723,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,830,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34833,134,95,95.36755646817248,05/14/1995,Sarini,Sarini,1726,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,50,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34834,135,95,95.37029431895962,05/15/1995,Sarini,Sarini,1729,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,730,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34885,186,95,95.50992470910336,07/05/1995,Sarini,Sarini,1792,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,570,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34886,187,95,95.51266255989049,07/06/1995,Sarini,Sarini,1796,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,4077,176,,,Y,N,N,N,N,672,M Missing Minutes,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34887,188,95,95.51540041067761,07/07/1995,Sarini,Sarini,1799,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,4277,330,,,N,N,N,N,N,750,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34888,189,95,95.51813826146476,07/08/1995,Sarini,Sarini,1803,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,4441,230,,,N,N,N,N,N,752,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35049,350,95,95.95893223819301,12/16/1995,Sarini,Sarini,1984,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,175,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35050,351,95,95.96167008898016,12/17/1995,Sarini,Sarini,1986,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,720,H  lost,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35301,237,96,96.64887063655031,08/24/1996,Sarini,Sarini,2135,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,170,L  late full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35302,238,96,96.65160848733744,08/25/1996,Sarini,Sarini,2138,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,735,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35303,239,96,96.65434633812457,08/26/1996,Sarini,Sarini,2140,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,785,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35304,240,96,96.65708418891171,08/27/1996,Sarini,Sarini,2142,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,732,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35305,241,96,96.65982203969884,08/28/1996,Sarini,Sarini,2144,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,345,N  No data,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35371,307,96,96.84052019164956,11/02/1996,Sarini,Sarini,2191,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,220,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35372,308,96,96.84325804243669,11/03/1996,Sarini,Sarini,2192,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,735,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35373,309,96,96.84599589322382,11/04/1996,Sarini,Sarini,2193,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,7324,365,,,N,N,N,N,N,745,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35374,310,96,96.84873374401096,11/05/1996,Sarini,Sarini,2194,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,810,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35694,265,97,97.72484599589322,09/22/1997,Sarini,Sarini,2528,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,367,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35695,266,97,97.72758384668036,09/23/1997,Sarini,Sarini,2531,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,17142,2292,,,N,N,N,N,N,810,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35696,267,97,97.73032169746749,09/24/1997,Sarini,Sarini,2534,,Adult Female,Mother,Inf ind juv,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,725,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35697,268,97,97.73305954825462,09/25/1997,Sarini,Sarini,2538,,Adult Female,Mother,Inf ind juv,,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,9018,62,,,N,N,N,N,N,690,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33162,290,90,90.79260780287474,10/17/1990,Shea,Shea,3,Mating 1,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,39412,854,,,Y,Y,Y,,,764,H  lost,F,0.004167, ,Rob,Unflanged,Unflanged,Non-Prime,Cooperative,No Data,Cooperative,Unforced,Unresisted,No, , , , , , , , , , , , , , , , ,1,0,0,0,0,0,1,1,1
33169,297,90,90.81177275838466,10/24/1990,Shea,Shea,4,Mating 1,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,3136,47,,,Y,Y,Y,N,N,698,P  found and lost,P,0.00625, ,Rob,Unflanged,Unflanged,Non-Prime,Cooperative,Cooperative,Cooperative,Unforced,Unresisted,No,1,1, ,1,1, ,0,1,1, ,0, ,0, ,0,1,1,0,0,0,0,0,1,1,1
33182,310,90,90.84736481861738,11/06/1990,Shea,Shea,5,Mating 1,Adult Female,Non-mother,No infant,Cycling,cycling,Non-Pop,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,6853,50,,,Y,Y,Y,,Y,772,F  full,F,0.006944, ,Rob,Unflanged,Unflanged,Non-Prime,Cooperative,Cooperative,Cooperative,Unforced,Unresisted,No,2,2, ,2,1, ,0,2,1, ,0, ,0, ,0,1,1,0,0,0,0,0,1,1,1
33168,296,90,90.80903490759754,10/23/1990,Shea,Shea,101,,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,7327,221,,,Y,Y,N,Y,Y,426,H  lost,H, , ,Rob,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
33170,298,90,90.8145106091718,10/25/1990,Shea,Shea,102,,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,33727,394,,,N,N,N,N,N,726,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33171,299,90,90.81724845995893,10/26/1990,Shea,Shea,103,,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,4887,155,,,N,N,N,N,N,625,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33172,300,90,90.81998631074606,10/27/1990,Shea,Shea,104,,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,10207,146,,,N,N,N,N,N,720,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33173,301,90,90.8227241615332,10/28/1990,Shea,Shea,105,,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,13659,140,,,Y,Y,?,N,N,602,H  lost,M, , ,Unflanged Male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
33174,302,90,90.82546201232033,10/29/1990,Shea,Shea,106,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,,,,655,F  full,F, , ,Rob,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
33175,303,90,90.82819986310746,10/30/1990,Shea,Shea,107,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,550,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33176,304,90,90.8309377138946,10/31/1990,Shea,Shea,110,,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,20864,227,,,N,N,N,N,N,349,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33177,305,90,90.83367556468173,11/01/1990,Shea,Shea,111,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,755,P  found and lost,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33179,307,90,90.839151266256,11/03/1990,Shea,Shea,113,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,479,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33180,308,90,90.84188911704312,11/04/1990,Shea,Shea,116,,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,13791,149,,,Y,Y,,,,733,F  full,F, , ,Rob,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
33181,309,90,90.84462696783025,11/05/1990,Shea,Shea,119,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,742,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33183,311,90,90.85010266940452,11/07/1990,Shea,Shea,124,,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,15134,149,,,N,N,N,N,N,566,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33197,325,90,90.88843258042436,11/21/1990,Shea,Shea,136,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,99,P  found and lost,P, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33204,332,90,90.90759753593429,11/28/1990,Shea,Shea,144,Consortship,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,Y,225,D  found then full day,D, , ,Unflanged Male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
33205,333,90,90.91033538672143,11/29/1990,Shea,Shea,145,,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,27397,317,,,Y,N,N,N,N,705,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33206,334,90,90.91307323750856,11/30/1990,Shea,Shea,146,,Adult Female,Non-mother,No infant,Cycling,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,13226,150,,,N,N,N,N,N,765,H  lost,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33220,348,90,90.9514031485284,12/14/1990,Sue,Sue,154,,Adult Female,Mother,Inf no juv,L1,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,13695,188,,,N,N,N,N,N,607,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
36181,021,99,99.05817932922656,01/21/1999,Sulastri,Sulastri,2825,,Adult Female,Non-mother,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,309,,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33186,314,90,90.85831622176592,11/10/1990,Tiendense,Tiendense,128,,Adult Female,Mother,No infant,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,124,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33187,315,90,90.86105407255305,11/11/1990,Tiendense,Tiendense,130,,Adult Female,Mother,No infant,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,659,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34343,010,94,94.02600958247776,01/10/1994,Zarina,Zarina,35,Mating 1,Adult Female,Mother,Over 4 yrs,,,,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg, , ,,Ovulation occurs between 1/16 and 1/22,Y,Y,Y,N,Y,815,F  full,F,0.001273, ,Toby,Unflanged,Unflanged,Non-Prime,Cooperative,Cooperative,Cooperative,Unforced,Unresisted,No,1,1, ,1,1, ,0,1,1, ,0, ,0, ,0, ,1,0,0,0,0,0,1,1,0
34344,011,94,94.02874743326488,01/11/1994,Zarina,Zarina,41,Mating 1,Adult Female,Mother,Over 4 yrs,,,,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg, , ,,Ovulation occurs between 1/16 and 1/22,Y,Y,Y,N,Y,820,F  full,F,0.003299,98,Toby,Unflanged,Unflanged,Non-Prime,Forced,Forced,Forced,Forced,Resisted,No,2, , , ,0, ,0, ,0,1,0.5,1,0.5,2,1,1,1,0,0,0,0,0,1,1,0
34347,014,94,94.03696098562628,01/14/1994,Zarina,Zarina,42,Mating 1,Adult Female,Mother,Over 4 yrs,,,,Cycling,POP,Cycling,POP,POP,POP,POP,POP,Non-Preg, , ,,Ovulation occurs between 1/16 and 1/22,Y,Y,Y,N,Y,795,F  full,F,0.004086,261,Roman,Flanged,Past Prime,Non-Prime,Forced,Forced,Forced,Forced,Resisted,No,2, , , ,0, ,0, ,0, ,0,2,1,2,1,2,1,1,0,0,0,1,0,1,0
34349,016,94,94.04243668720055,01/16/1994,Zarina,Zarina,43,Consortship,Adult Female,Mother,Over 4 yrs,,,,Cycling,POP,Cycling,POP,POP,POP,POP,POP,Non-Preg, , ,,Ovulation occurs between 1/16 and 1/22,Y,Y,Y,Y,Y,648,H  lost,, , ,Roman,Flanged,Past Prime,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,1,0,0,0,1,0,1,0
34349,016,94,94.04243668720055,01/16/1994,Zarina,Zarina,44,Consortship,Adult Female,Mother,Over 4 yrs,,,,Cycling,POP,Cycling,POP,POP,POP,POP,POP,Non-Preg, , ,,Ovulation occurs between 1/16 and 1/22,Y,Y,Y,Y,Y,648,H  lost,, , ,Jari Manis,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,1,0,0,1,0,0,1,0
34349,016,94,94.04243668720055,01/16/1994,Zarina,Zarina,45,Mating 1,Adult Female,Mother,Over 4 yrs,,,,Cycling,POP,Cycling,POP,POP,POP,POP,POP,Non-Preg, , ,,Ovulation occurs between 1/16 and 1/22,Y,Y,Y,Y,Y,648,H  lost,,0.009028,113,Jari Manis,Flanged,Prime Male,Prime,Cooperative,Cooperative,Cooperative,Unforced,Proceptive,No,6, , , ,0,6,1,6,1, ,0, ,0, ,0, ,1,1,0,0,1,0,0,1,0
34351,018,94,94.04791238877482,01/18/1994,Zarina,Zarina,46,Attempt 1,Adult Female,Mother,Over 4 yrs,,,,Cycling,Near-POP,Cycling,POP,non-POP,Near-POP,non-POP,non-POP,Non-Preg, , ,,,Y,Y,N,Y,Y,773,L  late full day,F, , ,Jari Manis,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,1,0,0,1,0,0,1,0
34342,009,94,94.02327173169063,01/09/1994,Zarina,Zarina,880,,Adult Female,Mother,Over 4 yrs,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,165,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34345,012,94,94.03148528405202,01/12/1994,Zarina,Zarina,890,Consortship,Adult Female,Mother,Over 4 yrs,,,,Cycling,Near-POP,Cycling,POP,non-POP,Near-POP,non-POP,non-POP,Non-Preg, , ,,,Y,Y,N,N,Y,763,L  late full day,F, , ,Toby,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,0
34346,013,94,94.03422313483915,01/13/1994,Zarina,Zarina,894,,Adult Female,Mother,Over 4 yrs,,,,Cycling,Near-POP,Cycling,POP,non-POP,Near-POP,non-POP,non-POP,Non-Preg, , ,,,Y,Y,N,N,Y,767,L  late full day,F, , ,Flanged male,Flanged,No Data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
